TeamId,TeamName,SubmissionDate,Score
1279410,dimkouv,"2018-01-20 02:13:59",0.7485
1262146,ryches,"2018-01-20 02:18:53",0.9850
1214007,NORTHERNLIGHTS,"2018-01-20 02:20:03",0.9793
1235671,yag2,"2018-01-20 02:25:11",0.9795
1215869,"Paul T","2018-01-20 02:27:48",0.9778
1279532,"Grzegorz Kowszewicz","2018-01-20 02:32:21",0.9722
1220968,logicalFool,"2018-01-20 02:32:24",0.9761
1278291,"Mikhail Arkhipov","2018-01-20 02:39:44",0.9308
1205160,toxic_craker,"2018-01-20 02:46:50",0.9722
1279410,dimkouv,"2018-01-20 02:51:49",0.9770
1259102,shiyandu,"2018-01-20 02:53:37",0.9425
1207210,YangLu,"2018-01-20 03:06:40",0.9806
1221277,xyun,"2018-01-20 03:13:39",0.5088
1255626,Sylas,"2018-01-20 03:18:17",0.9769
1263337,VegiKhan,"2018-01-20 03:19:32",0.5442
1212277,"Mr. Pan","2018-01-20 03:19:51",0.9828
1241048,"William Smith","2018-01-20 03:23:36",0.9781
1227416,TetyanaYatsenko,"2018-01-20 03:31:37",0.9749
1254143,Bharath,"2018-01-20 03:40:09",0.9623
1241048,"William Smith","2018-01-20 03:40:31",0.9794
1221277,xyun,"2018-01-20 03:40:55",0.9799
1249790,zhedongzheng,"2018-01-20 03:41:27",0.9780
1216139,quoniammm,"2018-01-20 03:47:06",0.9765
1225180,tosh,"2018-01-20 03:50:00",0.9648
1270788,almarshall,"2018-01-20 03:54:32",0.5968
1208534,thousandvoices,"2018-01-20 03:59:14",0.9868
1271862,"Linear Transgressions","2018-01-20 04:04:22",0.9745
1208337,"Prashant Kikani","2018-01-20 04:05:28",0.9747
1278978,"Andrey Gurevich","2018-01-20 04:08:43",0.9670
1205683,"Khine Woo","2018-01-20 04:08:57",0.7445
1270788,almarshall,"2018-01-20 04:13:29",0.9579
1269409,ProKoji,"2018-01-20 04:16:46",0.5000
1236958,"Bo Peng","2018-01-20 04:17:08",0.9779
1204844,jmbeck,"2018-01-20 04:24:16",0.9651
1206366,the1owl,"2018-01-20 04:39:03",0.6652
1279532,"Grzegorz Kowszewicz","2018-01-20 04:41:29",0.9731
1213927,"Yu,Hai (于海)","2018-01-20 04:47:05",0.9848
1209099,Jackling_Gu,"2018-01-20 05:07:26",0.9822
1210956,RSMATLAB,"2018-01-20 05:09:12",0.9772
1206366,the1owl,"2018-01-20 05:23:37",0.9204
1278291,"Mikhail Arkhipov","2018-01-20 05:23:51",0.9476
1250439,"Joseph Batz","2018-01-20 05:36:52",0.9279
1209099,Jackling_Gu,"2018-01-20 05:37:36",0.9827
1203857,Algis,"2018-01-20 05:37:37",0.9740
1216588,leochu,"2018-01-20 05:43:30",0.9818
1207649,Rs.,"2018-01-20 05:48:17",0.9791
1210332,"Liu Jilong(刘继龙)","2018-01-20 05:49:14",0.9790
1279271,RDizzl3,"2018-01-20 05:50:36",0.9780
1237254,TC,"2018-01-20 05:55:32",0.9756
1224708,rkotari,"2018-01-20 05:58:26",0.7266
1244620,Neuron,"2018-01-20 05:59:39",0.9739
1250439,"Joseph Batz","2018-01-20 06:00:29",0.9772
1204630,jorge,"2018-01-20 06:02:13",0.9712
1234652,Konst,"2018-01-20 06:04:27",0.9824
1224708,rkotari,"2018-01-20 06:04:42",0.7305
1250439,"Joseph Batz","2018-01-20 06:08:06",0.9809
1204982,"Jack Smart","2018-01-20 06:15:29",0.9702
1224708,rkotari,"2018-01-20 06:21:12",0.7328
1203857,Algis,"2018-01-20 06:21:35",0.9776
1274182,Rai220,"2018-01-20 06:36:45",0.9190
1249790,zhedongzheng,"2018-01-20 06:36:50",0.9787
1278099,"Mengjie Liu","2018-01-20 06:39:30",0.9772
1205757,Mk196,"2018-01-20 06:40:22",0.9832
1206366,the1owl,"2018-01-20 06:41:26",0.9767
1244620,Neuron,"2018-01-20 06:42:42",0.9749
1224256,Yehor_Somov,"2018-01-20 06:42:45",0.9776
1205657,op10no4,"2018-01-20 06:59:50",0.9589
1210332,"Liu Jilong(刘继龙)","2018-01-20 07:00:32",0.9802
1255939,"Eric ","2018-01-20 07:10:37",0.9731
1244620,Neuron,"2018-01-20 07:11:09",0.9756
1210956,RSMATLAB,"2018-01-20 07:11:41",0.9804
1213451,Serigne,"2018-01-20 07:15:21",0.9770
1204256,*#!*##,"2018-01-20 07:17:12",0.9811
1209099,Jackling_Gu,"2018-01-20 07:28:06",0.9841
1204729,NoDL,"2018-01-20 07:30:12",0.9765
1217650,solo,"2018-01-20 07:32:37",0.9760
1250739,MASJ,"2018-01-20 07:35:06",0.9802
1217650,solo,"2018-01-20 07:39:56",0.9798
1266730,wochidadonggua,"2018-01-20 07:40:44",0.9803
1205899,kaho,"2018-01-20 07:42:04",0.9822
1205899,kaho,"2018-01-20 07:48:31",0.9829
1251495,entropy,"2018-01-20 07:56:32",0.9824
1279868,"cool cool de","2018-01-20 07:57:25",0.9605
1203979,Sterby,"2018-01-20 07:59:16",0.9765
1219976,ras,"2018-01-20 08:01:33",0.9747
1212448,"Hong Lee","2018-01-20 08:02:47",0.9477
1219976,ras,"2018-01-20 08:05:30",0.9765
1210910,AbhijeetMulgund,"2018-01-20 08:13:55",0.9868
1234652,Konst,"2018-01-20 08:16:26",0.9833
1209099,Jackling_Gu,"2018-01-20 08:20:52",0.9842
1278355,"Praveen ","2018-01-20 08:29:33",0.9776
1279626,hsingh,"2018-01-20 08:31:46",0.9784
1217650,solo,"2018-01-20 08:33:10",0.9847
1266730,wochidadonggua,"2018-01-20 08:33:18",0.9811
1277711,VincentSheng,"2018-01-20 08:40:08",0.9503
1214821,"Mrugank Akarte","2018-01-20 08:43:16",0.9627
1213927,"Yu,Hai (于海)","2018-01-20 08:45:20",0.9854
1205657,op10no4,"2018-01-20 08:45:43",0.9656
1208659,"Cellular Automata","2018-01-20 08:51:48",0.9779
1251075,schmidg,"2018-01-20 08:55:42",0.9661
1217650,solo,"2018-01-20 08:59:05",0.9857
1265058,"Rohit Agarwal","2018-01-20 09:03:29",0.9565
1227416,TetyanaYatsenko,"2018-01-20 09:04:49",0.9765
1205569,H1kkiGakki,"2018-01-20 09:05:11",0.9772
1269425,uygnef,"2018-01-20 09:09:53",0.9740
1234276,textstorm,"2018-01-20 09:12:55",0.9722
1250394,"The baseline","2018-01-20 09:17:46",0.5000
1213451,Serigne,"2018-01-20 09:26:55",0.9818
1204881,"Leandro dos Santos Coelho","2018-01-20 09:34:31",0.9764
1250394,"The baseline","2018-01-20 09:35:01",0.9817
1210206,the_Detoxinator,"2018-01-20 09:37:03",0.9782
1217650,solo,"2018-01-20 09:48:12",0.9860
1213451,Serigne,"2018-01-20 09:48:56",0.9822
1274182,Rai220,"2018-01-20 09:55:28",0.9199
1228979,Andreisun,"2018-01-20 09:57:29",0.9775
1205657,op10no4,"2018-01-20 10:01:55",0.9774
1260383,"Oliver Sinan","2018-01-20 10:03:00",0.9787
1217181,Bo1Yuan,"2018-01-20 10:05:14",0.9822
1264075,gakkiiiiiiiii,"2018-01-20 10:05:17",0.9810
1204710,sloanae,"2018-01-20 10:06:12",0.9721
1229683,"Godric Li","2018-01-20 10:06:30",0.9634
1204105,tishur,"2018-01-20 10:06:59",0.9802
1207210,YangLu,"2018-01-20 10:13:54",0.9828
1205279,nickl,"2018-01-20 10:19:41",0.9775
1258311,"Philipp Kogelnik","2018-01-20 10:19:50",0.9699
1236857,Alexander,"2018-01-20 10:21:01",0.9857
1228919,matteoTosi,"2018-01-20 10:29:39",0.9804
1228808,Kermit,"2018-01-20 10:36:19",0.9843
1206378,Dilyara,"2018-01-20 10:38:23",0.9813
1204664,"Maximilian Kapsecker","2018-01-20 10:43:27",0.9762
1228808,Kermit,"2018-01-20 10:47:52",0.9850
1274182,Rai220,"2018-01-20 10:52:07",0.9207
1204210,"Alexander Kireev","2018-01-20 10:52:27",0.9837
1204664,"Maximilian Kapsecker","2018-01-20 10:56:20",0.9768
1212717,Abhishek,"2018-01-20 10:58:05",0.9808
1206378,Dilyara,"2018-01-20 11:01:34",0.9822
1205279,nickl,"2018-01-20 11:01:52",0.9813
1209175,"Safwan Kamarrudin","2018-01-20 11:07:04",0.9689
1205083,"Ghosti Phate","2018-01-20 11:22:40",0.9849
1205155,"Pavel Ostyakov","2018-01-20 11:30:01",0.9839
1231428,neptune-ml,"2018-01-20 11:39:14",0.9791
1210332,"Liu Jilong(刘继龙)","2018-01-20 11:39:34",0.9807
1210277,getmax,"2018-01-20 11:40:50",0.9676
1216798,Edmon,"2018-01-20 11:45:04",0.9739
1226286,"Ducks & Janice","2018-01-20 11:50:48",0.9748
1274182,Rai220,"2018-01-20 11:54:05",0.9784
1258311,"Philipp Kogelnik","2018-01-20 12:01:32",0.9707
1250739,MASJ,"2018-01-20 12:05:58",0.9804
1269091,clouridge,"2018-01-20 12:18:42",0.9392
1255939,"Eric ","2018-01-20 12:21:00",0.9738
1222663,sochi,"2018-01-20 12:21:04",0.9681
1206524,qianqian,"2018-01-20 12:22:58",0.9851
1205279,nickl,"2018-01-20 12:26:03",0.9821
1264075,gakkiiiiiiiii,"2018-01-20 12:26:44",0.9818
1205279,nickl,"2018-01-20 12:27:44",0.9834
1210332,"Liu Jilong(刘继龙)","2018-01-20 12:28:32",0.9813
1205657,op10no4,"2018-01-20 12:35:06",0.9809
1216798,Edmon,"2018-01-20 12:41:14",0.9747
1222663,sochi,"2018-01-20 12:44:14",0.9684
1205899,kaho,"2018-01-20 12:44:49",0.9835
1205666,DeepAI,"2018-01-20 12:49:19",0.9807
1258715,Sayan,"2018-01-20 12:49:29",0.9610
1208762,alexandre,"2018-01-20 12:50:26",0.9843
1279384,nor,"2018-01-20 12:50:27",0.9429
1296172,"NLP Lions","2018-01-20 12:50:31",0.9805
1231428,neptune-ml,"2018-01-20 12:53:31",0.9797
1280346,ДмитроВласенко,"2018-01-20 13:09:41",0.9768
1206732,CraftyFox,"2018-01-20 13:10:18",0.9818
1261345,DeLUPi18,"2018-01-20 13:17:44",0.9625
1222663,sochi,"2018-01-20 13:22:28",0.9718
1221433,"Yasser Gonzalez","2018-01-20 13:23:43",0.9611
1296172,"NLP Lions","2018-01-20 13:23:51",0.9833
1279501,"Jinsong Cao","2018-01-20 13:26:04",0.9561
1221433,"Yasser Gonzalez","2018-01-20 13:26:19",0.9660
1235702,Руслан,"2018-01-20 13:28:07",0.4902
1279307,"Keith Qu","2018-01-20 13:30:00",0.9747
1205757,Mk196,"2018-01-20 13:31:15",0.9834
1230589,MohitJain,"2018-01-20 13:36:10",0.9632
1205288,ekffar,"2018-01-20 13:38:06",0.9842
1220400,waitfordata,"2018-01-20 13:38:09",0.8923
1205291,WithLi,"2018-01-20 13:41:17",0.9765
1236930,lazydog,"2018-01-20 13:43:50",0.9782
1205711,Keuipo,"2018-01-20 13:44:52",0.9574
1234235,Madao,"2018-01-20 13:46:42",0.9811
1227920,Tom57,"2018-01-20 13:47:24",0.5000
1205160,toxic_craker,"2018-01-20 13:53:34",0.9765
1222663,sochi,"2018-01-20 13:55:54",0.9737
1205360,"Eric Rincon","2018-01-20 13:58:41",0.9689
1269091,clouridge,"2018-01-20 14:00:42",0.9500
1205360,"Eric Rincon","2018-01-20 14:01:43",0.9697
1261084,aquibjkhan,"2018-01-20 14:04:57",0.7440
1203857,Algis,"2018-01-20 14:05:34",0.9779
1206415,laol,"2018-01-20 14:07:59",0.9637
1214144,呆头鹅,"2018-01-20 14:08:59",0.9677
1226286,"Ducks & Janice","2018-01-20 14:11:12",0.9765
1204881,"Leandro dos Santos Coelho","2018-01-20 14:12:16",0.9783
1205360,"Eric Rincon","2018-01-20 14:14:04",0.9698
1203839,"Ed Rushton","2018-01-20 14:15:49",0.9833
1295157,GroNNings,"2018-01-20 14:19:14",0.9086
1280182,hongliyunyuliyunyulv,"2018-01-20 14:24:24",0.4780
1205288,ekffar,"2018-01-20 14:25:12",0.9848
1205569,H1kkiGakki,"2018-01-20 14:29:27",0.9848
1205291,WithLi,"2018-01-20 14:36:25",0.9772
1206633,OlivierJeunen,"2018-01-20 14:38:28",0.9843
1204105,tishur,"2018-01-20 14:39:41",0.9814
1279384,nor,"2018-01-20 14:43:33",0.9642
1242149,MartinMüller,"2018-01-20 14:45:41",0.9556
1205666,DeepAI,"2018-01-20 14:49:13",0.9809
1206651,Silogram,"2018-01-20 14:50:39",0.9847
1223301,akinyu,"2018-01-20 14:50:49",0.9758
1228238,"GL Team","2018-01-20 14:51:22",0.9761
1228286,giladsa,"2018-01-20 14:51:58",0.9749
1250739,MASJ,"2018-01-20 14:55:05",0.9806
1213194,Hugo888,"2018-01-20 15:02:25",0.8951
1258847,Justize,"2018-01-20 15:04:09",0.9329
1221552,Avishek,"2018-01-20 15:04:29",0.9792
1205288,ekffar,"2018-01-20 15:04:41",0.9854
1205569,H1kkiGakki,"2018-01-20 15:06:09",0.9852
1207607,"Mark Lapierre","2018-01-20 15:07:39",0.9772
1204221,"Nestor Demyanchuk","2018-01-20 15:14:29",0.9811
1210022,"Riad Souissi","2018-01-20 15:14:36",0.9787
1214144,呆头鹅,"2018-01-20 15:15:58",0.9698
1204979,Tihh,"2018-01-20 15:19:21",0.9801
1204979,Tihh,"2018-01-20 15:20:08",0.9837
1204979,Tihh,"2018-01-20 15:20:55",0.9844
1203979,Sterby,"2018-01-20 15:26:24",0.9800
1205569,H1kkiGakki,"2018-01-20 15:29:42",0.9853
1207916,DharmendraChoudhary,"2018-01-20 15:30:01",0.9808
1214683,tkasasagi,"2018-01-20 15:30:56",0.9772
1210277,getmax,"2018-01-20 15:32:07",0.9799
1250739,MASJ,"2018-01-20 15:32:54",0.9828
1204025,"Justin Yang","2018-01-20 15:33:20",0.9802
1210176,summer,"2018-01-20 15:33:46",0.9603
1205666,DeepAI,"2018-01-20 15:35:36",0.9813
1210277,getmax,"2018-01-20 15:35:48",0.9832
1277711,VincentSheng,"2018-01-20 15:35:51",0.9588
1210176,summer,"2018-01-20 15:36:27",0.9721
1221552,Avishek,"2018-01-20 15:36:36",0.9801
1258505,IEtoI,"2018-01-20 15:38:00",0.9666
1237254,TC,"2018-01-20 15:38:21",0.9789
1255939,"Eric ","2018-01-20 15:40:19",0.9760
1214683,tkasasagi,"2018-01-20 15:41:16",0.9781
1280378,"Pranav Kumar","2018-01-20 15:42:00",0.9772
1228238,"GL Team","2018-01-20 15:43:56",0.9772
1210022,"Riad Souissi","2018-01-20 15:47:39",0.9799
1205288,ekffar,"2018-01-20 15:49:37",0.9855
1258806,MJ,"2018-01-20 15:50:12",0.4838
1250439,"Joseph Batz","2018-01-20 15:53:17",0.9819
1253187,zmadmani,"2018-01-20 15:53:32",0.9582
1210176,summer,"2018-01-20 15:58:17",0.9756
1278355,"Praveen ","2018-01-20 15:58:57",0.9779
1215041,"Andre Naef","2018-01-20 16:10:39",0.9836
1212036,rom1m,"2018-01-20 16:12:36",0.9744
1207921,Dsaf,"2018-01-20 16:12:50",0.9773
1220193,"Chin Ee Kin","2018-01-20 16:13:19",0.7249
1204692,AdityaGarg,"2018-01-20 16:13:36",0.9554
1242271,"Yasir Mir","2018-01-20 16:14:09",0.9770
1227416,TetyanaYatsenko,"2018-01-20 16:15:13",0.9767
1242271,"Yasir Mir","2018-01-20 16:16:51",0.9839
1272801,jrisk123,"2018-01-20 16:17:29",0.9594
1209714,sparkingarthur,"2018-01-20 16:17:41",0.5000
1204139,"Bojan Tunguz","2018-01-20 16:22:24",0.9807
1204139,"Bojan Tunguz","2018-01-20 16:24:40",0.9810
1215238,nacun,"2018-01-20 16:25:54",0.9655
1210022,"Riad Souissi","2018-01-20 16:33:19",0.9825
1205210,"Paulo Santos","2018-01-20 16:35:00",0.9838
1205657,op10no4,"2018-01-20 16:35:18",0.9818
1207916,DharmendraChoudhary,"2018-01-20 16:40:44",0.9830
1206366,the1owl,"2018-01-20 16:40:58",0.9789
1204692,AdityaGarg,"2018-01-20 16:47:10",0.9771
1222463,sudodoki,"2018-01-20 16:57:16",0.5000
1204844,jmbeck,"2018-01-20 16:57:51",0.9720
1204692,AdityaGarg,"2018-01-20 17:00:33",0.9776
1203888,YT_Oh,"2018-01-20 17:00:45",0.9833
1203836,lusterck,"2018-01-20 17:03:34",0.9825
1207603,adam,"2018-01-20 17:06:32",0.9705
1227920,Tom57,"2018-01-20 17:08:36",0.9001
1273137,AsyncTask,"2018-01-20 17:09:14",0.9591
1210983,melentye,"2018-01-20 17:09:32",0.9754
1248841,"Jan Langfellner","2018-01-20 17:09:54",0.9490
1207916,DharmendraChoudhary,"2018-01-20 17:11:43",0.9831
1215238,nacun,"2018-01-20 17:14:04",0.9659
1236260,"Paula Ceccon","2018-01-20 17:21:14",0.9631
1234881,RLag,"2018-01-20 17:22:08",0.9415
1204256,*#!*##,"2018-01-20 17:23:27",0.9820
1205028,"Webber Chen","2018-01-20 17:37:45",0.9822
1248943,"Savva Kolbachev","2018-01-20 17:41:13",0.9778
1206949,pavancs,"2018-01-20 17:44:27",0.9093
1230453,HammadKhan,"2018-01-20 17:48:27",0.9765
1281152,ajugo,"2018-01-20 17:49:35",0.9692
1209049,"Preston Greene","2018-01-20 17:54:45",0.9659
1228172,vaden4d,"2018-01-20 17:55:21",0.9685
1205457,pestov74,"2018-01-20 17:56:29",0.9796
1246190,"ERIC Lab et les Lyonnais","2018-01-20 17:57:23",0.9773
1222554,travellingsalesman,"2018-01-20 17:57:46",0.9759
1243407,labh111349,"2018-01-20 18:01:12",0.9693
1214053,Dimbl4,"2018-01-20 18:02:11",0.9646
1277381,"Dmitry Volkov","2018-01-20 18:06:27",0.9789
1205210,"Paulo Santos","2018-01-20 18:10:40",0.9849
1208695,Wengyp,"2018-01-20 18:21:43",0.9843
1204921,Robert,"2018-01-20 18:23:27",0.9752
1208695,Wengyp,"2018-01-20 18:25:26",0.9854
1207607,"Mark Lapierre","2018-01-20 18:29:19",0.9795
1263804,"Narathorn M.","2018-01-20 18:31:27",0.6478
1213194,Hugo888,"2018-01-20 18:33:03",0.9651
1222554,travellingsalesman,"2018-01-20 18:41:13",0.9761
1211715,"Joshua Ma","2018-01-20 18:45:46",0.9818
1281152,ajugo,"2018-01-20 18:50:35",0.9733
1207031,RizwanZafar,"2018-01-20 18:53:41",0.9798
1231849,"Daniel O'Keeffe","2018-01-20 18:55:29",0.9744
1237654,MengYe,"2018-01-20 19:00:30",0.9800
1220583,"Mihail Burduja","2018-01-20 19:04:21",0.9490
1256262,"Mujtaba Hasan","2018-01-20 19:06:36",0.9617
1258541,Akatsuki06,"2018-01-20 19:24:07",0.9720
1240192,SebastianHuber,"2018-01-20 19:24:29",0.9631
1228172,vaden4d,"2018-01-20 19:26:17",0.9702
1224833,Damodar,"2018-01-20 19:27:38",0.9789
1222554,travellingsalesman,"2018-01-20 19:31:25",0.9766
1205573,"Nilesh Kadam","2018-01-20 19:32:59",0.9408
1206568,BlackCore,"2018-01-20 19:41:33",0.9789
1271708,cergey,"2018-01-20 19:41:56",0.9283
1227920,Tom57,"2018-01-20 19:43:39",0.9054
1203836,lusterck,"2018-01-20 19:46:17",0.9844
1248943,"Savva Kolbachev","2018-01-20 19:50:57",0.9813
1206633,OlivierJeunen,"2018-01-20 19:51:13",0.9861
1227656,RajatAgarwal,"2018-01-20 19:55:10",0.9701
1206949,pavancs,"2018-01-20 19:55:56",0.9677
1240849,StanfordAI,"2018-01-20 19:56:08",0.9795
1204814,aj7210,"2018-01-20 20:05:04",0.9767
1281385,Rafael,"2018-01-20 20:07:57",0.9714
1208695,Wengyp,"2018-01-20 20:08:14",0.9857
1263637,"Silviana Cîmpian","2018-01-20 20:10:04",0.9763
1256262,"Mujtaba Hasan","2018-01-20 20:12:25",0.9732
1218848,pvdhn,"2018-01-20 20:17:32",0.9772
1210910,AbhijeetMulgund,"2018-01-20 20:28:03",0.9870
1222522,"Alberto Re","2018-01-20 20:30:02",0.9661
1280346,ДмитроВласенко,"2018-01-20 20:39:57",0.9786
1280795,Bruno16,"2018-01-20 20:42:28",0.8629
1205227,Stanwar,"2018-01-20 20:42:54",0.9849
1228238,"GL Team","2018-01-20 20:44:19",0.9778
1255114,"Michael Ford","2018-01-20 20:48:02",0.5677
1253982,"Tox & Co.","2018-01-20 20:51:56",0.9762
1228238,"GL Team","2018-01-20 20:53:04",0.9789
1248018,tutysara,"2018-01-20 20:56:51",0.9623
1209241,"Bss Gg","2018-01-20 20:57:59",0.9735
1281452,Grigorij,"2018-01-20 20:58:16",0.9766
1216875,DmitriyVlasenko,"2018-01-20 20:59:53",0.9775
1248018,tutysara,"2018-01-20 21:07:36",0.9688
1206149,birolkuyumcu,"2018-01-20 21:21:22",0.9578
1280334,rjuer,"2018-01-20 21:25:28",0.9720
